time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
2.680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.940, 346.451, 352.535,1.783, 0.789, -3.069,356.415, 23.116, 327.185,null,null,null,null,null,null
2.720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.940, 346.451, 352.535,1.783, 0.789, -3.069,356.415, 23.116, 327.185,null,null,null,null,null,null
2.760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.940, 346.451, 352.535,1.783, 0.789, -3.069,356.415, 23.116, 327.185,null,null,null,null,null,null
2.800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.940, 346.451, 352.535,1.783, 0.789, -3.069,356.415, 23.116, 327.185,null,null,null,null,null,null
2.840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.246, -3.059,0.909, 346.498, 352.463,1.783, 0.789, -3.069,356.409, 23.143, 327.190,null,null,null,null,null,null
2.880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
2.920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
2.960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
